X.chrom,start,stop,enhancer,Cerebellum,PrefrontalCortex
chr1,168391530,168394349,chr1_168392939_hg38,38,73
chr1,168398262,168402169,chr1_168400215_hg38,39,188.666666666667
chr1,168407369,168409375,chr1_168408372_hg38,4,5.33333333333333
chr1,168419964,168423140,chr1_168421552_hg38,10.3333333333333,33
chr1,168425070,168434096,chr1_168429583_hg38,877.333333333333,299
chr1,168434633,168436633,chr1_168435633_hg38,53.6666666666667,36.6666666666667
chr1,168437103,168442766,chr1_168439934_hg38,210,116
chr1,168442899,168445378,chr1_168444138_hg38,14.6666666666667,14.3333333333333
chr1,168465085,168472163,chr1_168468624_hg38,25.3333333333333,33.3333333333333
chr1,168480073,168482073,chr1_168481073_hg38,15.3333333333333,9.66666666666667
chr1,168491070,168493382,chr1_168492226_hg38,8.33333333333333,12.6666666666667
chr1,168493903,168496750,chr1_168495326_hg38,10,5.33333333333333
chr1,168509367,168511367,chr1_168510367_hg38,11,14
chr1,168512148,168515032,chr1_168513590_hg38,14,15
chr1,168518701,168522956,chr1_168520828_hg38,7.33333333333333,11.6666666666667
chr1,168534114,168537985,chr1_168536049_hg38,3.66666666666667,9.33333333333333
chr1,168550246,168556368,chr1_168553307_hg38,12,22
chr1,168583578,168585897,chr1_168584737_hg38,22.3333333333333,56
chr1,168590156,168592345,chr1_168591250_hg38,7,46.3333333333333
chr1,168606965,168610828,chr1_168608896_hg38,293.666666666667,123.666666666667
chr1,168612309,168616152,chr1_168614230_hg38,292,124.666666666667
chr1,168620572,168624506,chr1_168622539_hg38,13.6666666666667,49.3333333333333
chr1,168624734,168626734,chr1_168625734_hg38,38,16.3333333333333
chr1,168627953,168629953,chr1_168628953_hg38,7.66666666666667,6.66666666666667
chr1,168635545,168638273,chr1_168636909_hg38,43,71
chr1,1685685,1687685,chr1_1686685_hg38,56.3333333333333,24.6666666666667
chr1,168675525,168677525,chr1_168676525_hg38,10,41.3333333333333
chr1,168688707,168695022,chr1_168691864_hg38,18.3333333333333,50.3333333333333
chr1,168699510,168701510,chr1_168700510_hg38,2,5
chr1,168705525,168707601,chr1_168706563_hg38,2.33333333333333,4
chr1,168708493,168713347,chr1_168710920_hg38,18,44.6666666666667
chr1,168717366,168719684,chr1_168718525_hg38,3.66666666666667,15.3333333333333
chr1,168722217,168724217,chr1_168723217_hg38,3.33333333333333,8.33333333333333
chr1,168725884,168729998,chr1_168727941_hg38,23.6666666666667,43.6666666666667
chr1,16871722,16874589,chr1_16873155_hg38,225,34.6666666666667
chr1,168733168,168739372,chr1_168736270_hg38,69.6666666666667,189
chr1,168767095,168769437,chr1_168768266_hg38,5,14
chr1,168771364,168774762,chr1_168773063_hg38,9.66666666666667,20
chr1,168782753,168784753,chr1_168783753_hg38,2,4.33333333333333
chr1,168787117,168789117,chr1_168788117_hg38,3.33333333333333,7.33333333333333
chr1,168799191,168802947,chr1_168801069_hg38,7.33333333333333,18.3333333333333
chr1,168803114,168805114,chr1_168804114_hg38,7,22
chr1,168823162,168827344,chr1_168825253_hg38,9,52
chr1,168831672,168835340,chr1_168833506_hg38,14.3333333333333,21.3333333333333
chr1,168842328,168849751,chr1_168846039_hg38,19,208.333333333333
chr1,16884230,16886230,chr1_16885230_hg38,7.66666666666667,6.66666666666667
chr1,168863307,168865359,chr1_168864333_hg38,1.66666666666667,11
chr1,168867457,168869714,chr1_168868585_hg38,6.66666666666667,11.6666666666667
chr1,168879324,168881465,chr1_168880394_hg38,6,36
chr1,168892051,168894716,chr1_168893383_hg38,18.6666666666667,44.3333333333333
chr1,16887989,16890828,chr1_16889408_hg38,377.666666666667,148
chr1,168905523,168908776,chr1_168907149_hg38,6.66666666666667,24.3333333333333
chr1,168918162,168923253,chr1_168920707_hg38,17.3333333333333,97.6666666666667
chr1,16891380,16894216,chr1_16892798_hg38,128.666666666667,23
chr1,168944960,168946965,chr1_168945962_hg38,9.33333333333333,15
chr1,168958496,168962165,chr1_168960330_hg38,12.6666666666667,57
chr1,16894537,16898003,chr1_16896270_hg38,265.333333333333,125.333333333333
chr1,168970047,168979503,chr1_168974775_hg38,28.3333333333333,212.333333333333
chr1,169016911,169020733,chr1_169018822_hg38,14.3333333333333,34.6666666666667
chr1,169040019,169046139,chr1_169043079_hg38,28,77.6666666666667
chr1,169046217,169049190,chr1_169047703_hg38,10.6666666666667,37.3333333333333
chr1,169051686,169054167,chr1_169052926_hg38,5.66666666666667,19
chr1,16903033,16907745,chr1_16905389_hg38,894,324
chr1,169058752,169061484,chr1_169060118_hg38,10,22.3333333333333
chr1,169072435,169074470,chr1_169073452_hg38,9,30.3333333333333
chr1,169084984,169088684,chr1_169086834_hg38,288.666666666667,244.333333333333
chr1,169089455,169092557,chr1_169091006_hg38,49.3333333333333,223
chr1,169099547,169118274,chr1_169108910_hg38,1250.66666666667,1201
chr1,169119389,169123046,chr1_169121217_hg38,70,90.3333333333333
chr1,16912534,16916621,chr1_16914577_hg38,1134,249.666666666667
chr1,169143352,169150034,chr1_169146693_hg38,26.3333333333333,109.333333333333
chr1,169160000,169162633,chr1_169161316_hg38,7.66666666666667,54
chr1,169192473,169194473,chr1_169193473_hg38,7,19.3333333333333
chr1,169213903,169215903,chr1_169214903_hg38,32.3333333333333,7
chr1,169233489,169242054,chr1_169237771_hg38,13.6666666666667,26.3333333333333
chr1,169244542,169247259,chr1_169245900_hg38,8.33333333333333,11.6666666666667
chr1,16920800,16928783,chr1_16924791_hg38,1382.66666666667,217
chr1,169249472,169251472,chr1_169250472_hg38,2.66666666666667,2.33333333333333
chr1,1691469,1693911,chr1_1692690_hg38,125,42.6666666666667
chr1,169270280,169272280,chr1_169271280_hg38,2.33333333333333,4.33333333333333
chr1,169308755,169310755,chr1_169309755_hg38,4,15
chr1,169366527,169369415,chr1_169367971_hg38,173,107
chr1,169378185,169380185,chr1_169379185_hg38,1.33333333333333,3
chr1,169380262,169382995,chr1_169381628_hg38,4.66666666666667,6.66666666666667
chr1,169383449,169385449,chr1_169384449_hg38,5,13
chr1,169426196,169428589,chr1_169427392_hg38,127.333333333333,62.3333333333333
chr1,169459542,169461557,chr1_169460549_hg38,30,21
chr1,169482646,169488802,chr1_169485724_hg38,480.333333333333,267
chr1,16947403,16949917,chr1_16948660_hg38,318.666666666667,24.6666666666667
chr1,169507550,169513379,chr1_169510464_hg38,17.3333333333333,15.6666666666667
chr1,169514473,169516473,chr1_169515473_hg38,3.33333333333333,6
chr1,169527009,169530084,chr1_169528546_hg38,10.3333333333333,8.33333333333333
chr1,169565095,169577818,chr1_169571456_hg38,26.6666666666667,36.3333333333333
chr1,169582758,169589803,chr1_169586280_hg38,63,46.3333333333333
chr1,169600564,169602564,chr1_169601564_hg38,4,21.6666666666667
chr1,169603596,169606237,chr1_169604916_hg38,6.66666666666667,13.6666666666667
chr1,16959776,16962033,chr1_16960904_hg38,242,70.6666666666667
chr1,169610248,169612248,chr1_169611248_hg38,4,5.66666666666667
chr1,169624195,169626195,chr1_169625195_hg38,3.66666666666667,8.66666666666667
chr1,169643708,169645726,chr1_169644717_hg38,3.33333333333333,27
chr1,169650012,169652012,chr1_169651012_hg38,2.33333333333333,30
chr1,169666848,169669024,chr1_169667936_hg38,5.66666666666667,7.33333333333333
chr1,169680344,169682362,chr1_169681353_hg38,4.33333333333333,12
chr1,169688570,169690570,chr1_169689570_hg38,5,6
chr1,169691135,169704567,chr1_169697851_hg38,25,61.6666666666667
chr1,16968879,16972911,chr1_16970895_hg38,670,67.3333333333333
chr1,169705937,169713007,chr1_169709472_hg38,14,47.3333333333333
chr1,169723222,169727681,chr1_169725451_hg38,7,9.33333333333333
chr1,169739388,169741388,chr1_169740388_hg38,3,12.3333333333333
chr1,169743810,169747058,chr1_169745434_hg38,7,19.3333333333333
chr1,16974996,16977370,chr1_16976183_hg38,159.333333333333,31.6666666666667
chr1,169762200,169764237,chr1_169763218_hg38,4.66666666666667,5.66666666666667
chr1,169764821,169767413,chr1_169766117_hg38,3,4
chr1,169778178,169780178,chr1_169779178_hg38,3,7.66666666666667
chr1,16977563,16980524,chr1_16979043_hg38,240.333333333333,46
chr1,169793715,169796357,chr1_169795036_hg38,224.333333333333,111
chr1,169834436,169836436,chr1_169835436_hg38,1.33333333333333,5.33333333333333
chr1,169890251,169895713,chr1_169892982_hg38,531.333333333333,282
chr1,169914244,169916244,chr1_169915244_hg38,13,13.3333333333333
chr1,170043610,170045610,chr1_170044610_hg38,6,8.33333333333333
chr1,170066593,170069532,chr1_170068062_hg38,5.66666666666667,14.3333333333333
chr1,170073237,170075979,chr1_170074608_hg38,208.666666666667,126.333333333333
chr1,17009542,17015040,chr1_17012291_hg38,715,236
chr1,170144794,170147226,chr1_170146010_hg38,4.66666666666667,14
chr1,170149152,170151152,chr1_170150152_hg38,3,4.33333333333333
chr1,170161739,170164042,chr1_170162890_hg38,5.66666666666667,10.3333333333333
chr1,170199085,170202678,chr1_170200881_hg38,6.33333333333333,26
chr1,170213896,170215896,chr1_170214896_hg38,8,6.33333333333333
chr1,17021497,17023497,chr1_17022497_hg38,21.3333333333333,59.3333333333333
chr1,170273123,170275273,chr1_170274198_hg38,2.66666666666667,2.66666666666667
chr1,17026425,17029865,chr1_17028145_hg38,60.6666666666667,61.6666666666667
chr1,170339147,170341147,chr1_170340147_hg38,4.33333333333333,4
chr1,170353561,170355736,chr1_170354648_hg38,4.33333333333333,5
chr1,170414492,170416492,chr1_170415492_hg38,2.66666666666667,12.6666666666667
chr1,17044926,17046926,chr1_17045926_hg38,65.3333333333333,37
chr1,170517344,170519423,chr1_170518383_hg38,5,6
chr1,170530880,170534371,chr1_170532625_hg38,256.333333333333,160
chr1,170534608,170539928,chr1_170537268_hg38,11,20
chr1,17052206,17056513,chr1_17054359_hg38,368.333333333333,137
chr1,170556612,170558629,chr1_170557620_hg38,3,6.33333333333333
chr1,170561680,170564640,chr1_170563160_hg38,10.3333333333333,50.6666666666667
chr1,170579890,170581890,chr1_170580890_hg38,3.66666666666667,35
chr1,170585532,170588393,chr1_170586962_hg38,9,65
chr1,170618336,170620336,chr1_170619336_hg38,3.66666666666667,26.6666666666667
chr1,17059249,17068456,chr1_17063852_hg38,92,238.333333333333
chr1,170660507,170666037,chr1_170663272_hg38,81.6666666666667,236.666666666667
chr1,170666501,170668513,chr1_170667507_hg38,21.3333333333333,53.3333333333333
chr1,170696134,170701710,chr1_170698922_hg38,25.6666666666667,108.666666666667
chr1,170707677,170709677,chr1_170708677_hg38,4.66666666666667,24.3333333333333
chr1,170712978,170714978,chr1_170713978_hg38,4.66666666666667,23.3333333333333
chr1,170728333,170731273,chr1_170729803_hg38,10.3333333333333,14.6666666666667
chr1,170734859,170737044,chr1_170735951_hg38,43.6666666666667,8.66666666666667
chr1,17079977,17082212,chr1_17081094_hg38,117.333333333333,43.3333333333333
chr1,170884711,170888603,chr1_170886657_hg38,7.33333333333333,26.3333333333333
chr1,17085481,17092800,chr1_17089140_hg38,147,468.333333333333
chr1,170928774,170931054,chr1_170929914_hg38,2.66666666666667,31
chr1,17093028,17102470,chr1_17097749_hg38,324.333333333333,495
chr1,171080692,171085794,chr1_171083243_hg38,8.66666666666667,68
chr1,171087456,171093929,chr1_171090692_hg38,7.33333333333333,18
chr1,171109653,171111831,chr1_171110742_hg38,4.66666666666667,18.6666666666667
chr1,17107639,17115062,chr1_17111350_hg38,133,411
chr1,171121534,171124400,chr1_171122967_hg38,8.33333333333333,28.6666666666667
chr1,171126102,171129329,chr1_171127715_hg38,4.66666666666667,16.3333333333333
chr1,171136027,171143951,chr1_171139989_hg38,28.6666666666667,143
chr1,171159022,171162041,chr1_171160531_hg38,10.3333333333333,23.3333333333333
chr1,171164889,171168043,chr1_171166466_hg38,4.66666666666667,7.66666666666667
chr1,17116460,17120999,chr1_17118729_hg38,387.333333333333,284.333333333333
chr1,171184645,171190194,chr1_171187419_hg38,11,32.3333333333333
chr1,171190745,171192745,chr1_171191745_hg38,5,8.66666666666667
chr1,171194315,171198026,chr1_171196170_hg38,8.33333333333333,13.6666666666667
chr1,171206455,171208455,chr1_171207455_hg38,3,9.33333333333333
chr1,171209237,171211265,chr1_171210251_hg38,1.66666666666667,8.66666666666667
chr1,171212372,171214554,chr1_171213463_hg38,4.66666666666667,25
chr1,171217275,171225738,chr1_171221506_hg38,30.3333333333333,100.333333333333
chr1,17121708,17123708,chr1_17122708_hg38,40.6666666666667,82.3333333333333
chr1,171250495,171253611,chr1_171252053_hg38,16.6666666666667,31
chr1,171256592,171258708,chr1_171257650_hg38,9.33333333333333,12.3333333333333
chr1,17127822,17129988,chr1_17128905_hg38,11,18.6666666666667
chr1,171312682,171316403,chr1_171314542_hg38,10,49
chr1,171323778,171325778,chr1_171324778_hg38,4.66666666666667,5
chr1,171328291,171330291,chr1_171329291_hg38,5,9
chr1,171334943,171337372,chr1_171336157_hg38,6,10.3333333333333
chr1,171342393,171346255,chr1_171344324_hg38,5,7.33333333333333
chr1,171350529,171353653,chr1_171352091_hg38,6.33333333333333,7
chr1,171358369,171361115,chr1_171359742_hg38,7.33333333333333,5.66666666666667
chr1,171365472,171367472,chr1_171366472_hg38,3,4.33333333333333
chr1,171371326,171374023,chr1_171372674_hg38,5.66666666666667,13.6666666666667
chr1,171396458,171398458,chr1_171397458_hg38,5,3.66666666666667
chr1,171402255,171404255,chr1_171403255_hg38,9,9.33333333333333
chr1,171420923,171423795,chr1_171422359_hg38,9,13
chr1,171425906,171429862,chr1_171427884_hg38,16,75
chr1,171433885,171436174,chr1_171435029_hg38,5.66666666666667,9.33333333333333
chr1,171455512,171459792,chr1_171457652_hg38,128.666666666667,26.6666666666667
chr1,171484149,171487615,chr1_171485882_hg38,366.333333333333,227
chr1,171493772,171495772,chr1_171494772_hg38,5,18.3333333333333
chr1,1714083,1717121,chr1_1715602_hg38,11,3.66666666666667
chr1,171594061,171598364,chr1_171596212_hg38,33.3333333333333,20.3333333333333
chr1,171599732,171601741,chr1_171600736_hg38,20,13.6666666666667
chr1,171605439,171607480,chr1_171606459_hg38,10,18.3333333333333
chr1,171635124,171637124,chr1_171636124_hg38,60,6.33333333333333
chr1,171637485,171639485,chr1_171638485_hg38,25.6666666666667,4.66666666666667
chr1,171641030,171648680,chr1_171644855_hg38,1006,80.3333333333333
chr1,171651418,171656995,chr1_171654206_hg38,269.666666666667,63.6666666666667
chr1,171662545,171666902,chr1_171664723_hg38,343.666666666667,15
chr1,171666909,171668909,chr1_171667909_hg38,82,8
chr1,171674146,171676161,chr1_171675153_hg38,6.66666666666667,10
chr1,17167293,17169293,chr1_17168293_hg38,10.6666666666667,8.66666666666667
chr1,171683910,171685910,chr1_171684910_hg38,44.3333333333333,6.66666666666667
chr1,171714832,171718434,chr1_171716633_hg38,71,28
chr1,171738491,171745416,chr1_171741953_hg38,665.666666666667,308.333333333333
chr1,171779862,171786989,chr1_171783425_hg38,664,170.666666666667
chr1,171788127,171794103,chr1_171791115_hg38,386,52.6666666666667
chr1,171800496,171804706,chr1_171802601_hg38,196.333333333333,102.333333333333
chr1,171809987,171811987,chr1_171810987_hg38,68.6666666666667,9
chr1,171817194,171819194,chr1_171818194_hg38,84,60.6666666666667
chr1,17181005,17183009,chr1_17182007_hg38,6,9.66666666666667
chr1,171832073,171836733,chr1_171834403_hg38,323.666666666667,16.6666666666667
chr1,171839848,171843527,chr1_171841687_hg38,683.666666666667,289
chr1,171867949,171870365,chr1_171869157_hg38,82,37.3333333333333
chr1,171898111,171902510,chr1_171900310_hg38,83.6666666666667,202.333333333333
chr1,171912908,171914908,chr1_171913908_hg38,41.6666666666667,40
chr1,17191257,17194048,chr1_17192652_hg38,16.6666666666667,15.6666666666667
chr1,171928237,171930694,chr1_171929465_hg38,114,44.3333333333333
chr1,171936727,171938727,chr1_171937727_hg38,46.3333333333333,14.3333333333333
chr1,171982173,171985455,chr1_171983814_hg38,132.333333333333,91
chr1,172002923,172007433,chr1_172005178_hg38,139.333333333333,50.3333333333333
chr1,172023826,172025826,chr1_172024826_hg38,37.3333333333333,12.3333333333333
chr1,17204119,17206119,chr1_17205119_hg38,5,15
chr1,172067838,172071011,chr1_172069424_hg38,32.6666666666667,71.6666666666667
chr1,172107618,172110997,chr1_172109307_hg38,33.6666666666667,37
chr1,172136130,172146474,chr1_172141302_hg38,43.6666666666667,118.666666666667
chr1,172154020,172156054,chr1_172155037_hg38,4.66666666666667,7.33333333333333
chr1,172162513,172165699,chr1_172164106_hg38,17.6666666666667,23.3333333333333
chr1,172167679,172169679,chr1_172168679_hg38,9,28
chr1,172179022,172182934,chr1_172180978_hg38,29.3333333333333,81
chr1,172184121,172187826,chr1_172185973_hg38,16.6666666666667,36
chr1,172237739,172241261,chr1_172239500_hg38,36.3333333333333,55.3333333333333
chr1,172268209,172270752,chr1_172269480_hg38,6.66666666666667,27
chr1,172285743,172287997,chr1_172286870_hg38,45.3333333333333,33.6666666666667
chr1,17228564,17230564,chr1_17229564_hg38,18,12.3333333333333
chr1,172319907,172324511,chr1_172322209_hg38,105.666666666667,68
chr1,17232025,17234857,chr1_17233441_hg38,31.6666666666667,31.3333333333333
chr1,172342375,172345421,chr1_172343898_hg38,13.6666666666667,43.3333333333333
chr1,172357110,172362028,chr1_172359569_hg38,60.6666666666667,120.333333333333
chr1,17236394,17238394,chr1_17237394_hg38,36,24.6666666666667
chr1,172379565,172384074,chr1_172381819_hg38,11.6666666666667,34.3333333333333
chr1,172389762,172395665,chr1_172392713_hg38,55.6666666666667,164.666666666667
chr1,172397386,172401269,chr1_172399327_hg38,44.6666666666667,151.333333333333
chr1,172426465,172428465,chr1_172427465_hg38,4.33333333333333,12.6666666666667
chr1,172430797,172433128,chr1_172431962_hg38,6,11.3333333333333
chr1,1723179,1725524,chr1_1724351_hg38,86,28
chr1,172442730,172445405,chr1_172444067_hg38,227,97.3333333333333
chr1,172448872,172453948,chr1_172451410_hg38,28.6666666666667,37
chr1,17244535,17246535,chr1_17245535_hg38,26.6666666666667,29.6666666666667
chr1,172455440,172457440,chr1_172456440_hg38,6.33333333333333,7
chr1,172469625,172471625,chr1_172470625_hg38,3.33333333333333,5
chr1,172479211,172481211,chr1_172480211_hg38,33,7
chr1,172498987,172500987,chr1_172499987_hg38,10.3333333333333,7
chr1,17249876,17252114,chr1_17250995_hg38,14,12
chr1,172531081,172535353,chr1_172533217_hg38,388.333333333333,245
chr1,17258614,17260614,chr1_17259614_hg38,11.6666666666667,5.33333333333333
chr1,172637316,172640624,chr1_172638970_hg38,12.6666666666667,13
chr1,172646104,172648139,chr1_172647121_hg38,4.66666666666667,3.33333333333333
chr1,172654037,172656037,chr1_172655037_hg38,3.33333333333333,3
chr1,172658055,172661807,chr1_172659931_hg38,9.66666666666667,14
chr1,172662552,172664553,chr1_172663552_hg38,6.66666666666667,5.66666666666667
chr1,172669229,172672472,chr1_172670850_hg38,4.66666666666667,4.33333333333333
chr1,172673983,172676663,chr1_172675323_hg38,6.33333333333333,5
chr1,172696214,172702158,chr1_172699186_hg38,12,19.3333333333333
chr1,172717303,172719303,chr1_172718303_hg38,4.66666666666667,9.33333333333333
chr1,17272007,17274130,chr1_17273068_hg38,10,8.33333333333333
chr1,172744973,172748204,chr1_172746588_hg38,5.66666666666667,21
chr1,172763281,172765341,chr1_172764311_hg38,9,5
chr1,172774022,172777588,chr1_172775805_hg38,4,9.33333333333333
chr1,172778453,172780453,chr1_172779453_hg38,3.33333333333333,3.66666666666667
chr1,17277825,17279825,chr1_17278825_hg38,9.33333333333333,7
chr1,172817317,172820778,chr1_172819047_hg38,9.66666666666667,26.3333333333333
chr1,17281226,17283393,chr1_17282309_hg38,10.3333333333333,10.6666666666667
chr1,172825447,172829185,chr1_172827316_hg38,7.33333333333333,28.6666666666667
chr1,172844485,172846485,chr1_172845485_hg38,6.33333333333333,8
chr1,1727929,1729942,chr1_1728935_hg38,7.66666666666667,13.6666666666667
chr1,172893854,172896200,chr1_172895027_hg38,4.33333333333333,9.33333333333333
chr1,172899655,172901655,chr1_172900655_hg38,3,5.66666666666667
chr1,172906111,172908307,chr1_172907209_hg38,4,4.66666666666667
chr1,172932743,172935721,chr1_172934232_hg38,7.66666666666667,9.33333333333333
chr1,172958967,172961963,chr1_172960465_hg38,4.33333333333333,9.33333333333333
chr1,172975353,172977834,chr1_172976593_hg38,2.66666666666667,3.66666666666667
chr1,173019223,173021942,chr1_173020582_hg38,5.33333333333333,14
chr1,17303444,17305464,chr1_17304454_hg38,15.6666666666667,9.66666666666667
chr1,173050532,173053969,chr1_173052250_hg38,4,11.3333333333333
chr1,17307475,17312314,chr1_17309894_hg38,17.3333333333333,14.3333333333333
chr1,173111023,173113105,chr1_173112064_hg38,2.33333333333333,10.6666666666667
chr1,173113163,173118755,chr1_173115959_hg38,11.6666666666667,32.3333333333333
chr1,173121885,173124584,chr1_173123234_hg38,8.66666666666667,56
chr1,173126837,173129776,chr1_173128306_hg38,6.66666666666667,5.66666666666667
chr1,173174715,173176715,chr1_173175715_hg38,3,3
chr1,173189433,173192398,chr1_173190915_hg38,23.3333333333333,27.6666666666667
chr1,173201837,173203837,chr1_173202837_hg38,5,11.3333333333333
chr1,173204394,173208132,chr1_173206263_hg38,14.6666666666667,21.3333333333333
chr1,173209370,173211720,chr1_173210545_hg38,14.6666666666667,15
chr1,173330141,173333259,chr1_173331700_hg38,13,16.6666666666667
chr1,173340244,173342244,chr1_173341244_hg38,4,6.33333333333333
chr1,173392280,173394332,chr1_173393306_hg38,4,3.66666666666667
chr1,173405898,173408128,chr1_173407013_hg38,8.33333333333333,14.6666666666667
chr1,173409020,173412188,chr1_173410604_hg38,14,13.6666666666667
chr1,173412622,173421324,chr1_173416973_hg38,86,62.3333333333333
chr1,173423487,173427604,chr1_173425545_hg38,14.3333333333333,33
chr1,173428581,173432758,chr1_173430669_hg38,69,125.666666666667
chr1,173451543,173453743,chr1_173452643_hg38,81.6666666666667,13.3333333333333
chr1,173472909,173480461,chr1_173476685_hg38,661,310.666666666667
chr1,173501546,173505910,chr1_173503728_hg38,96.3333333333333,16
chr1,173506702,173508702,chr1_173507702_hg38,8.66666666666667,19.6666666666667
chr1,173521979,173525031,chr1_173523505_hg38,13,8.33333333333333
chr1,173525318,173530373,chr1_173527845_hg38,23.3333333333333,23.6666666666667
chr1,173531572,173533708,chr1_173532640_hg38,5.33333333333333,12.3333333333333
chr1,17355226,17357226,chr1_17356226_hg38,17.3333333333333,6
chr1,173602491,173604695,chr1_173603593_hg38,4,16
chr1,17364630,17366630,chr1_17365630_hg38,3.66666666666667,3.66666666666667
chr1,173668643,173670669,chr1_173669656_hg38,17.3333333333333,43.3333333333333
chr1,173682834,173684834,chr1_173683834_hg38,2.66666666666667,12
chr1,173713786,173719149,chr1_173716467_hg38,269.666666666667,120.666666666667
chr1,173732903,173734948,chr1_173733925_hg38,15.3333333333333,16.6666666666667
chr1,173736196,173739083,chr1_173737639_hg38,10.3333333333333,4.33333333333333
chr1,173741020,173743616,chr1_173742318_hg38,3.66666666666667,2
chr1,173752676,173754821,chr1_173753748_hg38,3.33333333333333,5
chr1,173823152,173826086,chr1_173824619_hg38,252.666666666667,133.666666666667
chr1,173851894,173854648,chr1_173853271_hg38,13.3333333333333,29.6666666666667
chr1,173865665,173871918,chr1_173868791_hg38,405.666666666667,258.333333333333
chr1,173885007,173887737,chr1_173886372_hg38,10,11
chr1,173914865,173919368,chr1_173917116_hg38,19.3333333333333,14
chr1,173923770,173927788,chr1_173925779_hg38,28,19.6666666666667
chr1,173927958,173930367,chr1_173929162_hg38,16,9.66666666666667
chr1,173942199,173944199,chr1_173943199_hg38,38.3333333333333,16.6666666666667
chr1,173954286,173956286,chr1_173955286_hg38,18,13.6666666666667
chr1,174019900,174025635,chr1_174022767_hg38,614.333333333333,281
chr1,174051688,174053688,chr1_174052688_hg38,13,47
chr1,17405100,17408202,chr1_17406651_hg38,113.333333333333,26
chr1,17408244,17410993,chr1_17409618_hg38,291.666666666667,20
chr1,174116331,174122451,chr1_174119391_hg38,316,8.66666666666667
chr1,174157803,174162635,chr1_174160219_hg38,523,168.666666666667
chr1,174164525,174167291,chr1_174165908_hg38,63.3333333333333,24
chr1,174189871,174191871,chr1_174190871_hg38,17.6666666666667,16
chr1,17418472,17420797,chr1_17419634_hg38,205,28
chr1,174203713,174205713,chr1_174204713_hg38,11.3333333333333,9.66666666666667
chr1,174216491,174219273,chr1_174217882_hg38,33.6666666666667,14.3333333333333
chr1,17421619,17426260,chr1_17423939_hg38,194.666666666667,133.333333333333
chr1,174243480,174245480,chr1_174244480_hg38,33.6666666666667,6.66666666666667
chr1,174262095,174264261,chr1_174263178_hg38,85.3333333333333,59
chr1,174265904,174271518,chr1_174268711_hg38,23,20.6666666666667
chr1,17427140,17429266,chr1_17428203_hg38,36,34
chr1,17431330,17433511,chr1_17432420_hg38,29.3333333333333,23.6666666666667
chr1,174336255,174338523,chr1_174337389_hg38,38.6666666666667,31.6666666666667
chr1,174352399,174354399,chr1_174353399_hg38,20.3333333333333,15
chr1,174364245,174366363,chr1_174365304_hg38,79,87
chr1,174367081,174369081,chr1_174368081_hg38,38,20.6666666666667
chr1,17435650,17443471,chr1_17439560_hg38,451,311.666666666667
chr1,174413277,174415299,chr1_174414288_hg38,9.66666666666667,7.33333333333333
chr1,174447084,174449857,chr1_174448470_hg38,47.6666666666667,56
chr1,174490701,174492701,chr1_174491701_hg38,41.6666666666667,12.6666666666667
chr1,174518443,174523472,chr1_174520957_hg38,209,40
chr1,174529081,174531081,chr1_174530081_hg38,35.3333333333333,8
chr1,17459650,17461650,chr1_17460650_hg38,16.6666666666667,4.33333333333333
chr1,174625503,174628287,chr1_174626895_hg38,71.3333333333333,12.6666666666667
chr1,1745216,1747459,chr1_1746337_hg38,48.3333333333333,20.3333333333333
chr1,174659251,174661283,chr1_174660267_hg38,9.66666666666667,18.3333333333333
chr1,174665357,174667431,chr1_174666394_hg38,9.66666666666667,7
chr1,174676238,174679900,chr1_174678069_hg38,73.6666666666667,5.66666666666667
chr1,17475336,17477336,chr1_17476336_hg38,13,7
chr1,174766200,174769045,chr1_174767622_hg38,33.6666666666667,16.3333333333333
chr1,174769976,174774029,chr1_174772002_hg38,40.3333333333333,21.6666666666667
chr1,174798759,174809218,chr1_174803988_hg38,602,342.333333333333
chr1,174817795,174819795,chr1_174818795_hg38,22.3333333333333,13.6666666666667
chr1,174833965,174840297,chr1_174837131_hg38,405,63.3333333333333
chr1,174871718,174878529,chr1_174875123_hg38,73.3333333333333,70.3333333333333
chr1,174886053,174888053,chr1_174887053_hg38,26.3333333333333,19
chr1,174892977,174895923,chr1_174894450_hg38,26,19.6666666666667
chr1,17488616,17490627,chr1_17489621_hg38,8.33333333333333,6.33333333333333
chr1,174896762,174899284,chr1_174898023_hg38,10.6666666666667,13.6666666666667
chr1,174901227,174904169,chr1_174902698_hg38,19.3333333333333,19.6666666666667
chr1,174937196,174939196,chr1_174938196_hg38,94.6666666666667,37.3333333333333
chr1,174939286,174944609,chr1_174941947_hg38,588.666666666667,139
chr1,174945306,174947306,chr1_174946306_hg38,98.3333333333333,31
chr1,174951743,174959753,chr1_174955748_hg38,686.666666666667,187.666666666667
chr1,174960687,174962687,chr1_174961687_hg38,90.6666666666667,14
chr1,174963510,174970520,chr1_174967015_hg38,212.666666666667,190.333333333333
chr1,174973202,174977784,chr1_174975493_hg38,326.333333333333,154.666666666667
chr1,174989479,174991762,chr1_174990620_hg38,34.3333333333333,78
chr1,174998055,175001650,chr1_174999852_hg38,717.333333333333,344.666666666667
chr1,175021775,175024786,chr1_175023280_hg38,306,136.333333333333
chr1,17501614,17504007,chr1_17502810_hg38,117.333333333333,30.6666666666667
chr1,175028674,175030808,chr1_175029741_hg38,42,43
